Series Name,Series Code,Country Name,Country Code,2013 [YR2013],Title, TestCol, TestCol
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Afghanistan,AFG,60.9314146341464
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Albania,ALB,77.537243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Algeria,DZA,71.0096585365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,American Samoa,ASM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Andorra,ADO,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Angola,AGO,51.8661707317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Antigua and Barbuda,ATG,75.8292926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Argentina,ARG,76.1872926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Armenia,ARM,74.540756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Aruba,ABW,75.3321707317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Australia,AUS,82.1975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Austria,AUT,80.890243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Azerbaijan,AZE,70.6931463414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Bahamas, The",BHS,75.0725609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bahrain,BHR,76.6698780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bangladesh,BGD,70.6933902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Barbados,BRB,75.2964146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belarus,BLR,72.4707317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belgium,BEL,80.3853658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belize,BLZ,73.9048780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Benin,BEN,59.2875609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bermuda,BMU,80.5724390243902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bhutan,BTN,68.3023170731707
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bolivia,BOL,67.2173658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bosnia and Herzegovina,BIH,76.2799024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Botswana,BWA,47.4056097560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brazil,BRA,73.8859512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brunei Darussalam,BRN,78.5664390243903
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bulgaria,BGR,74.4658536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burkina Faso,BFA,56.2750243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burundi,BDI,54.0971951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cabo Verde,CPV,74.8706829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cambodia,KHM,71.7475609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cameroon,CMR,55.0418048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,81.4011219512195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cayman Islands,CYM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central African Republic,CAF,50.1368048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chad,TCD,51.1590731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Channel Islands,CHI,80.2595365853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chile,CHL,79.8368048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,75.3530243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,73.9788292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Comoros,COM,60.8574878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Dem. Rep.",ZAR,49.9438536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Rep.",COG,58.77
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,79.921
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,50.7574146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,77.1268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,79.2392682926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,79.8043170731708
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czech Republic,CZE,78.2780487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,80.3024390243903
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,61.7869512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,73.4509512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ecuador,ECU,76.4650731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Egypt, Arab Rep.",EGY,71.1329268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,El Salvador,SLV,72.3389268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Equatorial Guinea,GNQ,53.1145609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eritrea,ERI,62.7546341463415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Estonia,EST,76.4243902439025
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ethiopia,ETH,63.6173414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Faeroe Islands,FRO,81.3
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,69.923
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,80.8317073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,81.9682926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,76.3390487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,63.441
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,58.8313414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,74.079512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,81.0439024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,61.0986341463415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,80.6341463414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,72.7413414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,78.8751219512195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,71.9928292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,56.0916585365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,54.2717073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,66.2079024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,63.0588536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,73.8030487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,83.8317073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,75.2682926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,83.1170731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,66.456243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,70.8174390243903
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,74.068756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,69.4716829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,81.0439024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMY,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,82.0560975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,82.290243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,73.4689268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,83.3319512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,73.9014146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,70.45
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,61.6839756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,68.8490731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. Rep.",PRK,69.8069512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,81.459756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,KSV,70.7975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,74.462756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,70.2024390243902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,68.2494146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,73.9804878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,80.1288780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,49.3314634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,60.5318780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,75.3616829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,82.3829268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,74.1634146341464
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,81.7975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,80.343756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macedonia, FYR",MKD,75.1880243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,64.6913902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,55.2347073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,75.0162682926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,77.9353658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,55.013512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,80.7463414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,61.511756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,74.46
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,77.3540243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,68.9609756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,68.811512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,67.5481951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,74.7583658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,70.8721219512195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,50.1733658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,65.0996829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,64.3438780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,68.4038536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,81.1048780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,77.1219512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,81.4073170731707
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,74.7881707317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,58.4427073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,52.4997804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,81.4512195121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,76.8520243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,66.5853658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,77.5789512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,62.4307317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,72.2734878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,74.8146097560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,68.7144878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,76.8487804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,80.3731707317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,78.7111951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,78.6069024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROM,74.4634146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,71.0731707317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,63.9939756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,73.2648780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,66.2609756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,75.7033658536586
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,63.3507317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,75.1365853658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,74.2268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,45.5509512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,82.3463414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,76.2609756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,80.2780487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,67.7169024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,55.024512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,56.7365853658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,55.2412195121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,82.4268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,74.2402926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,74.7919512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,79.1707317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,72.5009756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,62.0444878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,71.0316341463415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Swaziland,SWZ,48.9379268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,81.7048780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,82.7487804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,74.7157804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,67.3746097560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,61.4931463414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,74.3650731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TMP,67.5223658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,56.4885121951219
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,72.6423170731708
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,69.9252195121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,73.6463414634147
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkey,TUR,75.1759512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,65.4625853658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,59.19
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,71.159512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,77.1312926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,80.9560975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,78.8414634146341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,77.0514146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,68.2275853658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,71.6868292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,74.6430975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,75.756487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,79.6243902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,WBG,73.2033414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,63.0895853658537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,58.0927804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,59.7734878048781
,,,,
,,,,
,,,,
Data from database: Health Nutrition and Population Statistics,,,,
Last Updated: 07/01/2015,,,,
